System,JCA ID,Capability,WME,WME Description
AFMS Dashboard,1.4.1.4.1,Provide Comprehensive Health Surveillance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AFMS Dashboard,1.4.1.4.1,Provide Comprehensive Health Surveillance,E4,Deliver Solutions to Combatant Commands
AFMS Dashboard,1.4.1.4.1,Provide Comprehensive Health Surveillance,W8,Improve Readiness Health and Experience
AFTR,1.2.3.1,Professional Military Education,E1,Empower and Care for Our People
AFTR,1.2.3.1,Professional Military Education,E2,Optimize Operations Across the Military Health System
AFTR,1.2.3.1,Professional Military Education,W1,Build Robust Improvement Capability
AFTR,1.2.3.1,Professional Military Education,W2,Ensure that Everyone Can Succeed
AFTR,1.2.3.1,Professional Military Education,W8,Improve Readiness Health and Experience
AGFA,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AGFA,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
AGFA,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
AGFA,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
AGILENT VEE,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AGILENT VEE,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
AGILENT VEE,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
AGILENT VEE,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
AGV,1.4.3.9.7,Medical Logistics Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AGV,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
AGV,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
AGV,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
AGV,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
AGV,1.4.3.9.7,Medical Logistics Services,M1,Optimize Critical Internal Management Processes
AGV,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
AGV,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
AGV,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
AGV,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
AHIDB,9.5.2,Accounting and Finance,E4,Deliver Solutions to Combatant Commands
AHIDB,9.5.2,Accounting and Finance,W10,Deploy Solutions for 21st Century
AHLTA,1.4.1.1.7,Manage Warfighter Performance,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.1.7,Manage Warfighter Performance,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.1.7,Manage Warfighter Performance,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.2.4,Ensure the Physical and Mental Health of the Redeployed Force,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.2.4,Ensure the Physical and Mental Health of the Redeployed Force,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.2.4,Ensure the Physical and Mental Health of the Redeployed Force,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W7,Deliver and Sustain Electronic Health Record
AHLTA,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W8,Improve Readiness Health and Experience
AHLTA,1.4.2.5.1,Physical Rehabilitation,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.5.1,Physical Rehabilitation,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.5.1,Physical Rehabilitation,W5,Manage and Administer MTFs
AHLTA,1.4.2.5.1,Physical Rehabilitation,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
AHLTA,1.4.2.5.1,Physical Rehabilitation,W8,Improve Readiness Health and Experience
AHLTA,1.4.2.5.2,Amputee Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.5.2,Amputee Care,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.5.2,Amputee Care,W5,Manage and Administer MTFs
AHLTA,1.4.2.5.2,Amputee Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
AHLTA,1.4.2.5.2,Amputee Care,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.6.5,Medical Care in a CBRNE Environment,E2,Optimize Operations Across the Military Health System
AHLTA,1.4.1.6.5,Medical Care in a CBRNE Environment,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.6.5,Medical Care in a CBRNE Environment,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.6.5,Medical Care in a CBRNE Environment,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.6.5,Medical Care in a CBRNE Environment,W9,Strengthen Strategic Partnerships and Alliances
AHLTA,1.4.1.6.5,Medical Care in a CBRNE Environment,W10,Deploy Solutions for 21st Century
AHLTA,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
AHLTA,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
AHLTA,1.4.2.4.12,Mental Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.4.12,Mental Healthcare,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.4.12,Mental Healthcare,W5,Manage and Administer MTFs
AHLTA,1.4.2.4.12,Mental Healthcare,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
AHLTA,1.4.2.4.12,Mental Healthcare,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,W10,Deploy Solutions for 21st Century
AHLTA,1.4.1.1.1,Manage Warfighter Fatigue,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.1.1,Manage Warfighter Fatigue,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.1.1,Manage Warfighter Fatigue,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.1.1,Manage Warfighter Fatigue,W10,Deploy Solutions for 21st Century
AHLTA,1.4.2.1.1,Health Quality and Safety,E1,Empower and Care for Our People
AHLTA,1.4.2.1.1,Health Quality and Safety,E2,Optimize Operations Across the Military Health System
AHLTA,1.4.2.1.1,Health Quality and Safety,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.1.1,Health Quality and Safety,W1,Build Robust Improvement Capability
AHLTA,1.4.2.1.1,Health Quality and Safety,W2,Ensure that Everyone Can Succeed
AHLTA,1.4.2.1.1,Health Quality and Safety,W5,Manage and Administer MTFs
AHLTA,1.4.2.1.1,Health Quality and Safety,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.11.1,Detainee Healthcare,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.11.1,Detainee Healthcare,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.11.1,Detainee Healthcare,W9,Strengthen Strategic Partnerships and Alliances
AHLTA,5.3.4.1,Assess Available Capabilities,W1,Build Robust Improvement Capability
AHLTA,5.3.4.1,Assess Available Capabilities,W4,Unify and Fully Integrate the Enterprise Support Activities
AHLTA,5.3.4.1,Assess Available Capabilities,W5,Manage and Administer MTFs
AHLTA,5.3.4.1,Assess Available Capabilities,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
AHLTA,1.4.1.1.5,Enhance Physiological Capability,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.1.5,Enhance Physiological Capability,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.1.5,Enhance Physiological Capability,W2,Ensure that Everyone Can Succeed
AHLTA,1.4.1.1.5,Enhance Physiological Capability,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.1.5,Enhance Physiological Capability,M1,Optimize Critical Internal Management Processes
AHLTA,1.4.2.6.3,Transitional Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.6.3,Transitional Services,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.6.3,Transitional Services,W8,Improve Readiness Health and Experience
AHLTA,1.4.2.6.3,Transitional Services,W9,Strengthen Strategic Partnerships and Alliances
AHLTA,1.4.1.2.1,Access a Healthy and Fit Force,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.2.1,Access a Healthy and Fit Force,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.2.1,Access a Healthy and Fit Force,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.5.8,Provide Patient Reception  Staging and Re-distribution,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.5.8,Provide Patient Reception  Staging and Re-distribution,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.5.8,Provide Patient Reception  Staging and Re-distribution,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.5.8,Provide Patient Reception  Staging and Re-distribution,W9,Strengthen Strategic Partnerships and Alliances
AHLTA,1.4.1.5.8,Provide Patient Reception  Staging and Re-distribution,W10,Deploy Solutions for 21st Century
AHLTA,1.4.2.4.11,Therapeutic Radiology Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.4.11,Therapeutic Radiology Services,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.4.11,Therapeutic Radiology Services,W5,Manage and Administer MTFs
AHLTA,1.4.2.4.11,Therapeutic Radiology Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
AHLTA,1.4.2.4.11,Therapeutic Radiology Services,W8,Improve Readiness Health and Experience
AHLTA,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),W5,Manage and Administer MTFs
AHLTA,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),W8,Improve Readiness Health and Experience
AHLTA,1.4.1.6.1,First Responder Care,E2,Optimize Operations Across the Military Health System
AHLTA,1.4.1.6.1,First Responder Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.1.6.1,First Responder Care,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.1.6.1,First Responder Care,W2,Ensure that Everyone Can Succeed
AHLTA,1.4.1.6.1,First Responder Care,W5,Manage and Administer MTFs
AHLTA,1.4.1.6.1,First Responder Care,W8,Improve Readiness Health and Experience
AHLTA,1.4.1.6.1,First Responder Care,W9,Strengthen Strategic Partnerships and Alliances
AHLTA,1.4.1.6.1,First Responder Care,W10,Deploy Solutions for 21st Century
AHLTA,1.4.2.4.10,Pharmacy Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.4.10,Pharmacy Services,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.4.10,Pharmacy Services,W2,Ensure that Everyone Can Succeed
AHLTA,1.4.2.4.10,Pharmacy Services,W5,Manage and Administer MTFs
AHLTA,1.4.2.4.10,Pharmacy Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
AHLTA,1.4.2.4.10,Pharmacy Services,W8,Improve Readiness Health and Experience
AHLTA,1.4.2.4.3,Routine Ambulatory Care (Medical),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.4.3,Routine Ambulatory Care (Medical),E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.4.3,Routine Ambulatory Care (Medical),W5,Manage and Administer MTFs
AHLTA,1.4.2.4.3,Routine Ambulatory Care (Medical),W8,Improve Readiness Health and Experience
AHLTA,1.4.2.4.13,Substance Abuse Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHLTA,1.4.2.4.13,Substance Abuse Care,E4,Deliver Solutions to Combatant Commands
AHLTA,1.4.2.4.13,Substance Abuse Care,W5,Manage and Administer MTFs
AHLTA,1.4.2.4.13,Substance Abuse Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
AHLTA,1.4.2.4.13,Substance Abuse Care,W8,Improve Readiness Health and Experience
AHLTA-T,1.4.1.7,Medical Command and Control,E4,Deliver Solutions to Combatant Commands
AHLTA-T,1.4.1.7,Medical Command and Control,W3,Gather Develop and Prioritize Requirements
AHLTA-T,1.4.1.7,Medical Command and Control,W4,Unify and Fully Integrate the Enterprise Support Activities
AHLTA-T,1.4.1.7,Medical Command and Control,W5,Manage and Administer MTFs
AHLTA-T,1.4.1.7,Medical Command and Control,W8,Improve Readiness Health and Experience
AHLTA-T,1.4.1.7,Medical Command and Control,M1,Optimize Critical Internal Management Processes
AHLTA PRINT,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W7,Deliver and Sustain Electronic Health Record
AHLTA PRINT,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W8,Improve Readiness Health and Experience
AHPW,6.2.3.1,Portal Services,E4,Deliver Solutions to Combatant Commands
AHPW,6.2.3.1,Portal Services,W7,Deliver and Sustain Electronic Health Record
AHSS,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AHSS,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
AHSS,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
AHSS,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
AIDC,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AIDC,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
AIDC,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
AIDC,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
AIM,1.4.1.4.3.1,Environmental,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AIM,1.4.1.4.3.1,Environmental,E4,Deliver Solutions to Combatant Commands
AIM,1.4.1.4.3.1,Environmental,W8,Improve Readiness Health and Experience
AIM,1.4.1.4.3.1,Environmental,W10,Deploy Solutions for 21st Century
AIMS,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AIMS,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
AIMS,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
AIMS,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
AIMWTS,6.2.3.1,Portal Services,E4,Deliver Solutions to Combatant Commands
AIMWTS,6.2.3.1,Portal Services,W7,Deliver and Sustain Electronic Health Record
AIP,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
AIP,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
AIRSTRIP,1.4.2.3.3,Inpatient Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AIRSTRIP,1.4.2.3.3,Inpatient Diagnostic Services,E4,Deliver Solutions to Combatant Commands
AIRSTRIP,1.4.2.3.3,Inpatient Diagnostic Services,W5,Manage and Administer MTFs
AIRSTRIP,1.4.2.3.3,Inpatient Diagnostic Services,W8,Improve Readiness Health and Experience
AKO TELECONSULTAT,1.4.2.4,TREATMENT,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AKO TELECONSULTAT,1.4.2.4,TREATMENT,E4,Deliver Solutions to Combatant Commands
AKO TELECONSULTAT,1.4.2.4,TREATMENT,W5,Manage and Administer MTFs
AKO TELECONSULTAT,1.4.2.4,TREATMENT,W8,Improve Readiness Health and Experience
AKSMCDV,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W7,Deliver and Sustain Electronic Health Record
AKSMCDV,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W8,Improve Readiness Health and Experience
ALICE,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ALICE,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
ALICE,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
ALICE,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
ALICE,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
ALOHA,1.4.1.10.4,Achievement of health preparedness and an adequate response capability,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
ALOHA,1.4.1.10.4,Achievement of health preparedness and an adequate response capability,E4,Deliver Solutions to Combatant Commands
ALOHA,1.4.1.10.4,Achievement of health preparedness and an adequate response capability,W8,Improve Readiness Health and Experience
AMA,1.4.3.5.4,Continuing Health Education,E2,Optimize Operations Across the Military Health System
AMA,1.4.3.5.4,Continuing Health Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AMA,1.4.3.5.4,Continuing Health Education,W2,Ensure that Everyone Can Succeed
AMA,1.4.3.5.4,Continuing Health Education,W5,Manage and Administer MTFs
AMA,1.4.3.5.4,Continuing Health Education,W8,Improve Readiness Health and Experience
AMA CPT,1.4.3.7,Medical Information Management,W5,Manage and Administer MTFs
AMA CPT,1.4.3.7,Medical Information Management,W7,Deliver and Sustain Electronic Health Record
AMA CPT,1.4.3.7,Medical Information Management,W10,Deploy Solutions for 21st Century
AMA CPT,1.4.3.7,Medical Information Management,M1,Optimize Critical Internal Management Processes
AME,1.4.3.9.7,Medical Logistics Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
AME,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
AME,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
AME,1.4.3.9.7,Medical Logistics Services,W5,Manage and Administer MTFs
AME,1.4.3.9.7,Medical Logistics Services,W8,Improve Readiness Health and Experience
AME,1.4.3.9.7,Medical Logistics Services,M1,Optimize Critical Internal Management Processes
AME,1.4.3.9.7,Medical Logistics Services,E4,Deliver Solutions to Combatant Commands
AME,1.4.3.9.7,Medical Logistics Services,W3,Gather Develop and Prioritize Requirements
