2015 JCA NAME,Count,E1,E2,E3,E4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,M1,JCA ID,JCA Definitions
Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.3,
Shallow (EKFU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.3.3,
Shallow (EKMU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.5.3,
Shallow (EKSU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.3.3,
Shape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,
Share Knowledge and Situational Awareness,6,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,5.2.3,
Shared Computing,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2.2.1,
Shared Situational Understanding and Awareness,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4.1.8,
Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.3.1,
Signals Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1,
Socio-Cultural Data (HBC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.4.6,
Soft (EKFSA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.1.2.2,
Soft (EKFSP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.1.1.2,
Soft (EKMSA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.3.2.2,
Soft (EKMSP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.3.1.2,
Soft (EKMU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.4.1,
Soft (EKSSA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.1.2.2,
Soft (EKSSP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.1.1.2,
Soft (EKSU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.2.1,
Solid Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.3.5,
Sonar (IC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.2.4,
Sonar (MSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.3.7,
Space (EKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.2,
Space (ENKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.3.2,
Space (MTE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1.2,
Space (MTI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.2.2,
Space (MTInfl),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.3.2,
Space (MTS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.2,
Specialty Care,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.3.2,
Spectrum Assignment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.2.3.2,
Spectrum Deconfliction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.2.3.3,
Spectrum Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.2.3,
Spectrum Monitoring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.2.3.1,
Staff Development,6,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1.4.3.5.3,
Staging and Management of Patient Movement Teams,5,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1.4.1.5.9,
Stationary Target (EK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2,
Stationary Target (ENK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.2,
Stimulate the Use of Foreign Security-Related Capabilities,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.2.4.3,
Strategically Move the Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1.1.1,
Strategy and Assessment,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.2,
Strategy Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2.1,
Strength Reporting,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.3.2.5,
Strengthen Global Defense Posture,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.2.5,
Structure Organization to Mission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1.2,
Studies & Analyses,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9.2.4,
Substance Abuse Care,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.13,
Sub-Surface (PN),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1.2.3,
Sub-Surface Kinetic (PK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.3,
Supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,
Supply Partner Aid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.2.2,
Support to Homeland Defense and Civil Support Operations,6,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1.4.1.10,
Support to Stability Operations,7,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1.4.1.9,
Surf Zone (EKFU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.3.1,
Surf Zone (EKMU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.5.1,
Surf Zone (EKSU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.3.1,
Surface (EKF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.1,
Surface (EKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.3,
Surface (EKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.1,
Surface (ENKF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.1.1,
Surface (ENKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.3.3,
Surface (ENKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.2.1,
Surface (PK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.1.2,
Surface (PN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1.2.2,
Surgery (Ambulatory),5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.5,
Surgery (Inpatient),5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.9,
Sustain the Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1.2,
Sustainment of Installation Assets,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4.7.1.3,
Switching and Routing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.1.3,
Synchronize EXecution Across All Domains,4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.4.1.7.5,
Synchronize Operations,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.5.2.1,
Systems Engineering & Manufacturing,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,9.4.3.1,
Task,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5.2,
Task and Direct Information Collection (P&D),2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1.3.2,
Task and Monitor Resources (P&D),3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.1.3,
Test,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.2,
Test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.2,
TeXtile Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.4.2,
Theater Hospitalization,6,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1.4.1.6.4,
Therapeutic Radiology Services,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.11,
Total Medical Force (Medical Professionals),5,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1.4.3.4,
Total Medical Force Recruiting and Retention,6,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1.4.3.4.1,
Training,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2.1,
Transitional Services,4,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.4.2.6.3,
TREATMENT,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.4,
Underground (EKF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.2,
Underground (EKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.4,
Underground (EKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.2,
Underground (ENKF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.1.2,
Underground (ENKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.3.4,
Underground (ENKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.2.2,
Underground (MTE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1.5,
Underground (MTI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.2.5,
Underground (MTInfl),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.3.5,
Underground (MTS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.5,
Understand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,
Understand Implications,9,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,5.2.2.1,
Understand Objectives,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.3.4.2,
Underwater (EKF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.3,
Underwater (EKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.5,
Underwater (EKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.3,
Underwater (ENKF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.1.3,
Underwater (ENKM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.3.5,
Underwater (ENKS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.2.3,
Underwater (MTE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1.6,
Underwater (MTI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.2.6,
Underwater (MTInfl),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.3.6,
Underwater (MTS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.6,
Utility Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.3.3,
Utilization Management:,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1.4.2.4.6.3,
Utilize Geospatial Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.3.1,
Utilize Position  Navigation and Timing Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2.4.2,
Validate Information Collection Needs (P&D),3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.1.3.1,
Very Shallow (EKFU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.3.2,
Very Shallow (EKMU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.5.2,
Very Shallow (EKSU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.3.2,
Water and Ice Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.2,
Water Reuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.3.4,
Wired Transmission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.1.1,
Wireless Transmission,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.1.2,
Wounded  ill and Injured Support,10,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1.3.1.3,
