System,Alignment,Aligned Cap,Total Cap,Percent Grouping,Percent,EMW Coverage,Systems with Same EMW Coverage,EMW Combo Count,Top 10 EMW Match,Top 10 EMW Combo #
MEDICATION MANAGER,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
MEDIMPACT,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
MEDIT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MEDLOGSPT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MEDREC,Aligned,1,1,90-100%,100%,W7 | W8 ,22,2,,
MEDVIEW,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MENDELEY,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
MERCURY,Aligned,1,1,90-100%,100%,W10 | W5 ,1,2,,
MERGE CARDIO,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MESMS,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
MESSAGE CLASSIFY,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
METACHECK,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
METACORE,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
METASYS,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 | W9 ,11,7,,
MF,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
MHAL,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MHCE,Aligned,2,3,60-70%,66%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
MHS-EART,Aligned,1,1,90-100%,100%,E4 | W10 | W7 ,3,3,,
MHS-EAT,Aligned,1,1,90-100%,100%,E4 | W10 | W7 ,3,3,,
MHS-PPT,Aligned,4,4,90-100%,100%,E1 | E2 | E3 | E4 | W1 | W2 | W5 | W8 ,1,8,,
MHSITRP,Aligned,4,4,90-100%,100%,E3 | E4 | M1 | W1 | W10 | W3 | W5 | W6 | W8 | W9 ,2,10,,
MHSPHP,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
MICARE,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
MICROBIOLOGY ANALYZER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MICROCOG,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MICROPROBE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MICROS,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
MICROSOFT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MICT,Aligned,1,1,90-100%,100%,W3 | W8 | W9 ,2,3,,
MIDHT,Aligned,1,1,90-100%,100%,W10 | W5 | W7 ,12,3,,
MIDI,Aligned,1,1,90-100%,100%,E3 | E4 | W10 ,15,3,,
MIIA,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MILLENNIUM ILS,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
MILLING SYSTEM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MILPDS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 ,25,3,,
MILT,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
MIM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MINI C-ARM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MIRROR PHOTOFILE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MIRTH,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MISFRDCI,Aligned,1,1,90-100%,100%,W10 | W5 | W7 ,12,3,,
MKC,Aligned,3,4,70-80%,75%,E2 | E3 | E4 | M1 | W1 | W10 | W2 | W3 | W5 | W6 | W7 | W8 | W9 ,1,13,,
MMO,Aligned,1,1,90-100%,100%,E3 | M1 | W5 ,3,3,,
MMPI-2,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MODS,Aligned,19,23,80-90%,82%,E1 | E2 | E3 | E4 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,7,14,,
MODS-18D,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-68W,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-90BOG,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-ACZDH,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-ART,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-AWR,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-BHDP,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-CBR,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-CME-CNE,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-CMS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-EMS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-ESS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-FYGME,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-GME,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-HCDP,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-HLS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-HPSP,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-HRLRP,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-M3PT,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-MEA,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-MEB,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-MEDPROS Web Reporting,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-MHA,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-MWDE,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-NDR,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-OBWR,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-PAD,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-PDSBR,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-PDST,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-PHA,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-PRT,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-PWR,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-Referral Tracking,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-S&F,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-SITREP,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-SPL,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-SPM,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-SPT,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-TBI-T,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-UM,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-VT,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-VTM,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-WT,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MODS-e-Profile,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MOES,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
MOM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MONARCH,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
MONTAGE RECORDER,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MOSAIQ,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MOSBYS NURSING,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W8 ,16,4,,
MOTION CAPTURE,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
MOTR,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
MOVE!23,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
MOVEit,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
MOVI,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MOZILLA,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
MPI,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MPPT,Aligned,3,4,70-80%,75%,E3 | E4 | M1 | W3 | W6 | W7 | W8 ,1,7,,
MPTk,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | E4 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,7,14,,
MPWORD,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
MQVXP,Aligned,1,1,90-100%,100%,M1 | W10 | W5 | W7 ,24,4,,
MRDSS,Aligned,1,1,90-100%,100%,E4 | M1 | W5 | W8 ,45,4,E4 | M1 | W5 | W8 ,7
MRESN,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MRI,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MRI DEVICE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MRM,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 | W9 ,11,7,,
MR INJECTION,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MSDN,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
MSMS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
MSRV,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MSTT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MSVT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MS ACT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MS INFOPATH,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
MULTINET,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
MULTIPHOTON MICRO,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
MULTIX PRO,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MUSE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
MYMHMS,Aligned,1,1,90-100%,100%,E3 | M1 | W10 | W3 | W5 | W6 | W8 ,10,7,,
Mammography Device,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
MeRITS,Aligned,3,3,90-100%,100%,E3 | E4 | W1 | W10 | W3 | W7 ,1,6,,
MedOffice,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
Media Duplication,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
Medisense,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
Meso QuickPlex,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
Momentum,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
MouseOx,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
Multiphoton Micro,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
NAB,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NANODROP,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
NARER,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
NAS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NATSCO,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NAVFIT98A,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
NAVINET,Aligned,1,1,90-100%,100%,M1 | W5 | W6 ,7,3,,
NAVISPHERE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NCIHD,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
NCRMDITO,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NCT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NECO,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
NEJM,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
NEO,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NEOBASE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
NEPHELOstar,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
NEPSY-II,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NERO,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
NETBACK,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NETSCAN,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
NETSCREEN,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NETSUPPORT,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NET SUPPORT SCHOOL,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NEUROFEEDBACK DEVICE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NEUROGRAM,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
NEUROGUIDE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NEUROWORKS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NEWBORN HEARING ASSESSMENT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NEXUS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NFDR,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
NICOLETONE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NICoE,Aligned,1,1,90-100%,100%,E3 | E4 | W8 ,65,3,E3 | E4 | W8 ,5
NIDEK,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NIDEK MAGELLAN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NIKON,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
NITRO,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NITROVIEW,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
NMIS,Aligned,16,17,90-100%,94%,E1 | E3 | E4 | M1 | W1 | W10 | W3 | W4 | W5 | W6 | W7 | W8 ,1,12,,
NMLLS,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | E4 | M1 | W1 | W4 | W5 | W7 | W8 ,1,10,,
NMO,Aligned,9,10,80-90%,90%,E1 | E2 | E3 | E4 | M1 | W10 | W2 | W3 | W4 | W5 | W6 | W7 | W8 | W9 ,1,14,,
NMS,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NNMi,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
NOAH,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NONCON,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NOS-EM,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NPDF,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
NPF,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NQUERY ADVISOR,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
NRC,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
NRCPR,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
NS,Aligned,1,1,90-100%,100%,E2 | E3 | W2 | W5 | W8 ,33,5,E2 | E3 | W2 | W5 | W8 ,10
NSAMS,Aligned,1,1,90-100%,100%,E3 | E4 | W10 | W8 ,19,4,,
NSEC,Aligned,1,1,90-100%,100%,W7 ,62,1,W7 ,6
NSPIRE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NSQIP,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
NUCLEAR MIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
NURSENET,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
NVISION,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
Nanoprint,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
Nicolet,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
NucMed DEVICE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
NucMed Device,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
OAE,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OARS,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
OBCHART,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OBSERVA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
OCC HEALTH,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
OCT,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W8 ,236,4,E3 | E4 | W5 | W8 ,3
OCTOPUS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OCT SPECTRALIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OCT Visante,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
ODSS,Aligned,1,1,90-100%,100%,E1 | E2 | E3 | M1 | W1 | W10 | W2 | W3 | W4 | W5 | W6 | W8 | W9 ,24,13,,
ODYSSEY,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
OFAMS,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
OFFICE MEDIC,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OH-DB,Aligned,1,1,90-100%,100%,W7 | W8 ,22,2,,
OHS-MSDS,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
OHUET,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
OIS,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OMEGA CS,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
OMNI,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OMNIA,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OMNICENTER,Aligned,1,1,90-100%,100%,E3 | E4 | W2 | W5 | W6 | W8 ,28,6,,
OMNIPAGE,Aligned,1,1,90-100%,100%,W8 ,44,1,W8 ,8
OMNIPRO,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OMNIPRO-ACCEPT,Aligned,2,1,90-100%,100%,E3 | E4 | W10 | W3 | W5 | W8 ,39,6,E3 | E4 | W10 | W3 | W5 | W8 ,9
ONLINE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
OOS,Aligned,2,1,90-100%,100%,E3 | E4 | M1 | W3 | W5 | W8 ,25,6,,
OPD SCAN II,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
OPENSSH,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
OPM,Aligned,1,1,90-100%,100%,E3 | W6 | W7 ,5,3,,
OP TMED LAB,Aligned,1,1,90-100%,100%,E4 | W10 ,27,2,,
OQ45,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
ORACLE,Aligned,1,1,90-100%,100%,E4 | W7 ,318,2,E4 | W7 ,1
ORBSCAN,Aligned,1,1,90-100%,100%,E3 | E4 | W5 | W6 | W8 ,304,5,E3 | E4 | W5 | W6 | W8 ,2
ORP-IMS,Aligned,1,1,90-100%,100%,E3 | W1 | W10 | W3 ,138,4,E3 | W1 | W10 | W3 ,4
